X1,variable,Division_Name,District_Name,District_Code,value,Column,Indicator_v2,Description,Source,Unit
84,"Education Index, all types weighed equally (educ_eqwt_idx)",Dera Ismail Khan,Dera Ismail Khan,PK207,0.281784255,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
85,"Education Index, all types weighed equally (educ_eqwt_idx)",Bannu,FR Bannu,PK239,0.517857817,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
86,"Education Index, all types weighed equally (educ_eqwt_idx)",Dera Ismail Khan,FR Dera Ismail Khan,PK240,0.772425836,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
87,"Education Index, all types weighed equally (educ_eqwt_idx)",Kohat,FR Kohat,PK241,0.228860932,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
88,"Education Index, all types weighed equally (educ_eqwt_idx)",Bannu,FR Lakki Marwat,PK242,0.593073734,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
89,"Education Index, all types weighed equally (educ_eqwt_idx)",Peshawar,FR Peshawar,PK243,0.512018782,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
90,"Education Index, all types weighed equally (educ_eqwt_idx)",Dera Ismail Khan,FR Tank,PK244,0.430567622,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
91,"Education Index, all types weighed equally (educ_eqwt_idx)",Kohat,Hangu,PK208,0.210219762,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
92,"Education Index, all types weighed equally (educ_eqwt_idx)",Hazara,Haripur,PK209,0.217376921,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
93,"Education Index, all types weighed equally (educ_eqwt_idx)",Kohat,Karak,PK210,0.197835316,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
94,"Education Index, all types weighed equally (educ_eqwt_idx)",F.A.T.A.,Khyber,PK233,0.333332149,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
95,"Education Index, all types weighed equally (educ_eqwt_idx)",Kohat,Kohat,PK211,0.207867119,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
96,"Education Index, all types weighed equally (educ_eqwt_idx)",Hazara,Kohistan,PK212,1,D,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
