X1,variable,Division_Name,District_Name,District_Code,Tehsil_Name,Tehsil_Code,value,Column,Indicator_v2,Description,Source,Unit
87,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,Mohmand,PK235,Safi,PK23505,0.184485546,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
88,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,Bajaur,PK232,Salarzai Tehsil,PK23203,0.212515308,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
89,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Malakand,Malakand PA,PK215,Sam Ranizai,PK21502,0.094762431,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
90,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Malakand,Lower Dir,PK214,Samar Bagh,PK21402,0.107430569,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
91,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Bannu,Lakki Marwat,PK213,Sarai Naurang,PK21302,0.128119002,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
92,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,South Waziristan,PK238,Sararogha,PK23807,0.37410879,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
93,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,South Waziristan,PK238,Serwekai,PK23806,0.412548645,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
94,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,North Waziristan,PK236,Shewa,PK23608,0.211290172,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
95,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,North Waziristan,PK236,Spinwam,PK23604,0.33121212,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
96,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Mardan,Swabi,PK221,Swabi,PK22103,0.090635932,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
97,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Malakand,Malakand PA,PK215,Swat Ranizai,PK21501,0.103229551,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
98,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Mardan,Mardan,PK217,Takht Bhai,PK21702,0.087162021,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
99,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Kohat,Karak,PK210,Takht E Nasrati,PK21002,0.158213152,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
100,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Kohat,Hangu,PK208,Tall,PK20801,0.201026198,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
101,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Peshawar,Charsadda,PK205,Tangi,PK20501,0.124365043,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
102,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Dera Ismail Khan,Tank,PK229,Tank,PK22901,0.146340034,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
103,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,South Waziristan,PK238,Tiarza,PK23805,0.429043202,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
104,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Malakand,Lower Dir,PK214,Timergara,PK21401,0.115176152,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
105,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",F.A.T.A.,South Waziristan,PK238,Toi Khulla,PK23801,0.719324761,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
106,"Composite Index, All services and school types weighed equally (Composite Idx_Edu_eqwt)",Mardan,Swabi,PK221,Topi,PK22101,0.140615022,I,"Composite Inaccessibility Index, equal weights","Integrated index indicating relative access to education, healthcare and markets, with all school types and services weighed equally. Higher values indicate lower accessibility.",See individual indices,Dimensionless Index (0-1)
