X1,variable,Division_Name,District_Name,Tehsil_Name,value,Column,Source,Description,Unit
78,Aerosol_Exposure_Index,F.A.T.A.,North Waziristan,Spinwam,46.86161418,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
79,Aerosol_Exposure_Index,Peshawar,Nowshera,Nowshera,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
80,Aerosol_Exposure_Index,Peshawar,Nowshera,Pabbi,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
81,Aerosol_Exposure_Index,F.A.T.A.,Orakzai,Central Orakzai,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
82,Aerosol_Exposure_Index,F.A.T.A.,Orakzai,Ismailzai,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
83,Aerosol_Exposure_Index,F.A.T.A.,Orakzai,Lower Orakzai,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
84,Aerosol_Exposure_Index,F.A.T.A.,Orakzai,Upper Orakzai,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
85,Aerosol_Exposure_Index,Peshawar,Peshawar,Peshawar,11.38698282,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
86,Aerosol_Exposure_Index,Malakand,Shangla,Alpuri,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
87,Aerosol_Exposure_Index,Malakand,Shangla,Bisham,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
88,Aerosol_Exposure_Index,Malakand,Shangla,Chiksar,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
89,Aerosol_Exposure_Index,Malakand,Shangla,Martung,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
90,Aerosol_Exposure_Index,Malakand,Shangla,Puran,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
91,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Birmal,0.317243593,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
92,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Ladha,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
93,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Makin,0,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
94,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Sararogha,2.490740724,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
95,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Serwekai,17.44453151,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
96,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Tiarza,1.636041756,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
97,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Toi Khulla,97.17544009,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
98,Aerosol_Exposure_Index,F.A.T.A.,South Waziristan,Wana,37.94950856,O,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,"Index value based on tehsil population share exposed to highest UVAI quintile values. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
